number,ref,name,shinyLocked,exclusive
149,,Drapion,FALSE,
150,058.1,Growlithe,FALSE,
151,059.1,Arcanine,FALSE,
152,,Glameow,FALSE,
153,,Purugly,FALSE,
154,,Machop,FALSE,
155,,Machoke,FALSE,
156,,Machamp,FALSE,
157,,Chatot,FALSE,
158,,Duskull,FALSE,
159,,Dusclops,FALSE,
160,,Dusknoir,FALSE,
161,,Piplup,FALSE,
162,,Prinplup,FALSE,
163,,Empoleon,FALSE,
164,,Mantyke,FALSE,
165,,Mantine,FALSE,
166,550.2,Basculin,FALSE,
167,,Basculegion,FALSE,
168,,Vulpix,FALSE,
169,,Ninetales,FALSE,
170,,Tentacool,FALSE,
171,,Tentacruel,FALSE,
172,,Finneon,FALSE,
173,,Lumineon,FALSE,
174,,Magby,FALSE,
175,,Magmar,FALSE,
176,,Magmortar,FALSE,
177,,Magnemite,FALSE,
178,,Magneton,FALSE,
179,,Magnezone,FALSE,
180,,Bronzor,FALSE,
181,,Bronzong,FALSE,
182,,Elekid,FALSE,
183,,Electabuzz,FALSE,
184,,Electivire,FALSE,
185,,Gligar,FALSE,
186,,Gliscor,FALSE,
187,,Gible,FALSE,
188,,Gabite,FALSE,
189,,Garchomp,FALSE,
190,,Nosepass,FALSE,
191,,Probopass,FALSE,
192,100.1,Voltorb,FALSE,
193,101.1,Electrode,FALSE,
194,,Rotom,FALSE,
195,,Chingling,FALSE,
196,,Chimecho,FALSE,
197,,Misdreavus,FALSE,
198,,Mismagius,FALSE,
199,,Cleffa,FALSE,
200,,Clefairy,FALSE,
201,,Clefable,FALSE,
202,215.1,Sneasel,FALSE,
203,,Sneasler,FALSE,
204,,Weavile,FALSE,
205,,Snorunt,FALSE,
206,,Glalie,FALSE,
207,,Froslass,FALSE,
208,,Cranidos,FALSE,
209,,Rampardos,FALSE,
210,,Shieldon,FALSE,
211,,Bastiodon,FALSE,
212,,Swinub,FALSE,
213,,Piloswine,FALSE,
214,,Mamoswine,FALSE,
215,,Bergmite,FALSE,
216,713.1,Avalugg,FALSE,
217,,Snover,FALSE,
218,,Abomasnow,FALSE,
219,570.1,Zorua,FALSE,
220,571.1,Zoroark,FALSE,
221,,Rufflet,FALSE,
222,628.1,Braviary,FALSE,
223,,Riolu,FALSE,
224,,Lucario,FALSE,
225,,Uxie,TRUE,
226,,Mesprit,TRUE,
227,,Azelf,TRUE,
228,,Heatran,TRUE,
229,,Regigigas,TRUE,
230,,Cresselia,TRUE,
231,,Tornadus,TRUE,
232,,Thundurus,TRUE,
233,,Landorus,TRUE,
234,,Enamorus,TRUE,
235,,Dialga,TRUE,
236,,Palkia,TRUE,
237,,Giratina,TRUE,
238,,Arceus,TRUE,
239,,Phione,TRUE,
240,,Manaphy,TRUE,
241,,Shaymin,TRUE,
242,,Darkrai,TRUE,
