number,ref,name,shinyLocked,exclusive
114,,Swablu,FALSE,
115,,Altaria,FALSE,
116,,Magnemite,FALSE,
117,,Magneton,FALSE,
118,,Magnezone,FALSE,
119,,Plusle,FALSE,
120,,Minun,FALSE,
121,,Scraggy,FALSE,
122,,Scrafty,FALSE,
123,,Golett,FALSE,
124,,Golurk,FALSE,
125,,Numel,FALSE,
126,,Camerupt,FALSE,
127,,Sinistea,FALSE,
128,,Polteageist,FALSE,
129,,Porygon,FALSE,
130,,Porygon2,FALSE,
131,,Porygon-Z,FALSE,
132,,Joltik,FALSE,
133,,Galvantula,FALSE,
134,,Tynamo,FALSE,
135,,Eelektrik,FALSE,
136,,Eelektross,FALSE,
137,,Beldum,FALSE,
138,,Metang,FALSE,
139,,Metagross,FALSE,
140,,Axew,FALSE,
141,,Fraxure,FALSE,
142,,Haxorus,FALSE,
143,,Seel,FALSE,
144,,Dewgong,FALSE,
145,,Lapras,FALSE,
146,,Qwilfish,FALSE,
147,,Overqwil,FALSE,
148,,Solosis,FALSE,
149,,Duosion,FALSE,
150,,Reuniclus,FALSE,
151,,Snubbull,FALSE,
152,,Granbull,FALSE,
153,,Cubchoo,FALSE,
154,,Beartic,FALSE,
155,027.1,Sandshrew,FALSE,VIOLET
156,028.1,Sandslash,FALSE,VIOLET
157,037.1,Vulpix,FALSE,SCARLET
158,038.1,Ninetales,FALSE,SCARLET
159,,Snover,FALSE,
160,,Abomasnow,FALSE,
161,,Duraludon,FALSE,
162,,Archaludon,FALSE,
163,,Hydrapple,FALSE,
164,,Bulbasaur,FALSE,
165,,Ivysaur,FALSE,
166,003.0,Venusaur,FALSE,
167,,Charmander,FALSE,
168,,Charmeleon,FALSE,
169,006.0,Charizard,FALSE,
170,,Squirtle,FALSE,
171,,Wartortle,FALSE,
172,009.0,Blastoise,FALSE,
173,,Chikorita,FALSE,
174,,Bayleef,FALSE,
175,,Meganium,FALSE,
176,,Cyndaquil,FALSE,
177,,Quilava,FALSE,
178,157.0,Typhlosion,FALSE,
179,,Totodile,FALSE,
180,,Croconaw,FALSE,
181,,Feraligatr,FALSE,
182,,Treecko,FALSE,
183,,Grovyle,FALSE,
184,254.0,Sceptile,FALSE,
185,,Torchic,FALSE,
186,,Combusken,FALSE,
187,257.0,Blaziken,FALSE,
188,,Mudkip,FALSE,
189,,Marshtomp,FALSE,
190,260.0,Swampert,FALSE,
191,,Turtwig,FALSE,
192,,Grotle,FALSE,
193,,Torterra,FALSE,
194,,Chimchar,FALSE,
195,,Monferno,FALSE,
196,,Infernape,FALSE,
197,,Piplup,FALSE,
198,,Prinplup,FALSE,
199,,Empoleon,FALSE,
200,,Snivy,FALSE,
201,,Servine,FALSE,
202,,Serperior,FALSE,
203,,Tepig,FALSE,
204,,Pignite,FALSE,
205,,Emboar,FALSE,
206,,Oshawott,FALSE,
207,,Dewott,FALSE,
208,503.0,Samurott,FALSE,
209,,Chespin,FALSE,
210,,Quilladin,FALSE,
211,,Chesnaught,FALSE,
212,,Fennekin,FALSE,
213,,Braixen,FALSE,
214,,Delphox,FALSE,
215,,Froakie,FALSE,
216,,Frogadier,FALSE,
217,658.0,Greninja,FALSE,
218,,Rowlet,FALSE,
219,,Dartrix,FALSE,
220,,Decidueye,FALSE,
221,,Litten,FALSE,
222,,Torracat,FALSE,
223,,Incineroar,FALSE,
224,,Popplio,FALSE,
225,,Brionne,FALSE,
226,,Primarina,FALSE,
227,,Grookey,FALSE,
228,,Thwackey,FALSE,
229,812.0,Rillaboom,FALSE,
230,,Scorbunny,FALSE,
231,,Raboot,FALSE,
232,813.0,Cinderace,FALSE,
233,,Sobble,FALSE,
234,,Drizzile,FALSE,
235,814.0,Inteleon,FALSE,
236,,Gouging Fire,TRUE,SCARLET
237,,Raging Bolt,TRUE,SCARLET
238,,Iron Crown,TRUE,VIOLET
239,,Iron Boulder,TRUE,VIOLET
240,,Terapagos,TRUE,
241,,Walking Wake,TRUE,SCARLET
242,,Iron Leaves,TRUE,VIOLET
