number,ref,name,shinyLocked,exclusive
138,,Hydreigon,FALSE,
139,,Larvitar,FALSE,
140,,Pupitar,FALSE,
141,,Tyranitar,FALSE,
142,,Bergmite,FALSE,
143,,Avalugg,FALSE,
144,,Zubat,FALSE,
145,,Golbat,FALSE,
146,,Crobat,FALSE,
147,,Tirtouga,FALSE,
148,,Carracosta,FALSE,
149,,Archen,FALSE,
150,,Archeops,FALSE,
151,,Baltoy,FALSE,
152,,Claydol,FALSE,
153,,Golett,FALSE,
154,,Golurk,FALSE,
155,,Yamper,FALSE,
156,,Boltund,FALSE,
157,,Morpeko,FALSE,
158,,Pincurchin,FALSE,
159,,Spheal,FALSE,
160,,Sealeo,FALSE,
161,,Walrein,FALSE,
162,,Dhelmise,FALSE,
163,,Rookidee,FALSE,
164,,Corvisquire,FALSE,
165,,Corviknight,FALSE,
166,,Gossifleur,FALSE,
167,,Eldegoss,FALSE,
168,,Cottonee,FALSE,
169,,Whimsicott,FALSE,
170,,Shuckle,FALSE,
171,,Indeedee,FALSE,
172,,Munchlax,FALSE,
173,,Snorlax,FALSE,
174,,Sableye,FALSE,
175,,Mawile,FALSE,
176,,Rolycoly,FALSE,
177,,Carkol,FALSE,
178,,Coalossal,FALSE,
179,,Ferroseed,FALSE,
180,,Ferrothorn,FALSE,
181,,Noibat,FALSE,
182,,Noivern,FALSE,
183,,Lileep,FALSE,
184,,Cradily,FALSE,
185,,Anorith,FALSE,
186,,Armaldo,FALSE,
187,,Relicanth,FALSE,
188,,Feebas,FALSE,
189,,Milotic,FALSE,
190,,Lapras,FALSE,
191,,Aron,FALSE,
192,,Lairon,FALSE,
193,,Aggron,FALSE,
194,,Dratini,FALSE,
195,,Dragonair,FALSE,
196,,Dragonite,FALSE,
197,,Regirock,FALSE,
198,,Regice,FALSE,
199,,Registeel,FALSE,
200,,Regieleki,FALSE,
201,,Regidrago,FALSE,
202,144.1,Articuno,TRUE,
203,145.1,Zapdos,TRUE,
204,146.1,Moltres,TRUE,
205,,Cobalion,FALSE,
206,,Terrakion,FALSE,
207,,Virizion,FALSE,
208,,Glastrier,TRUE,
209,,Spectrier,TRUE,
210,,Calyrex,TRUE,
