number,ref,name,shinyLocked,exclusive
184,,Rhydon,FALSE,
185,,Rhyperior,FALSE,
186,,Larvesta,FALSE,
187,,Volcarona,FALSE,
188,,Chinchou,FALSE,
189,,Lanturn,FALSE,
190,,Wailmer,FALSE,
191,,Wailord,FALSE,
192,,Frillish,FALSE,
193,,Jellicent,FALSE,
194,,Skrelp,FALSE,SHIELD
195,,Dragalge,FALSE,SHIELD
196,,Clauncher,FALSE,SWORD
197,,Clawitzer,FALSE,SWORD
198,,Horsea,FALSE,
199,,Seadra,FALSE,
200,,Kingdra,FALSE,
201,,Petilil,FALSE,
202,,Lilligant,FALSE,
203,,Combee,FALSE,
204,,Vespiquen,FALSE,
205,,Exeggcute,FALSE,
206,,Exeggutor,FALSE,
207,,Ditto,FALSE,
208,,Porygon,FALSE,
209,,Porygon2,FALSE,
210,,Porygon-Z,FALSE,
211,893.0,Zarude,TRUE,
