number,ref,name,shinyLocked,notes
122,,Vibrava,FALSE,
123,,Flygon,FALSE,
124,,Yamask,FALSE,
125,,Cofagrigus,FALSE,
126,,Tirtouga,FALSE,
127,,Carracosta,FALSE,
128,,Archen,FALSE,
129,,Archeops,FALSE,
130,,Klink,FALSE,
131,,Klang,FALSE,
132,,Klinklang,FALSE,
133,,Budew,FALSE,
134,,Roselia,FALSE,
135,,Roserade,FALSE,
136,,Gothita,FALSE,
137,,Gothorita,FALSE,
138,,Gothitelle,FALSE,
139,,Solosis,FALSE,TradeOnly
140,,Duosion,FALSE,TradeOnly
141,,Reuniclus,FALSE,TradeOnly
142,,Combee,FALSE,
143,,Vespiquen,FALSE,
144,,Emolga,FALSE,
145,,Heracross,FALSE,
146,,Pinsir,FALSE,TradeOnly
147,,Blitzle,FALSE,
148,,Zebstrika,FALSE,
149,,Buizel,FALSE,
150,,Floatzel,FALSE,
151,,Zorua,FALSE,
152,,Zoroark,FALSE,
153,,Ducklett,FALSE,
154,,Swanna,FALSE,
155,,Karrablast,FALSE,
156,,Escavalier,FALSE,
157,,Shelmet,FALSE,
158,,Accelgor,FALSE,
159,,Deerling,FALSE,
160,,Sawsbuck,FALSE,
161,,Foongus,FALSE,
162,,Amoonguss,FALSE,
163,,Castform,FALSE,
164,,Nosepass,FALSE,
165,,Probopass,FALSE,
166,,Aron,FALSE,
167,,Lairon,FALSE,
168,,Aggron,FALSE,
169,,Baltoy,FALSE,
170,,Claydol,FALSE,
171,,Larvesta,FALSE,
172,,Volcarona,FALSE,
173,,Joltik,FALSE,
174,,Galvantula,FALSE,
175,,Ferroseed,FALSE,
176,,Ferrothorn,FALSE,
177,,Tynamo,FALSE,
178,,Eelektrik,FALSE,
179,,Eelektross,FALSE,
180,,Frillish,FALSE,
181,,Jellicent,FALSE,
182,,Alomomola,FALSE,
183,,Axew,FALSE,
184,,Fraxure,FALSE,
185,,Haxorus,FALSE,
186,,Zangoose,FALSE,
187,,Seviper,FALSE,
188,,Elgyem,FALSE,
189,,Beheeyem,FALSE,
190,,Litwick,FALSE,
191,,Lampent,FALSE,
192,,Chandelure,FALSE,
193,,Heatmor,FALSE,
194,,Durant,FALSE,
195,,Cubchoo,FALSE,
196,,Beartic,FALSE,
197,,Cryogonal,FALSE,
198,,Tornadus,FALSE,
199,,Thundurus,FALSE,
200,,Landorus,FALSE,
201,,Skorupi,FALSE,
202,,Drapion,FALSE,
203,,Skarmory,FALSE,
204,,Numel,FALSE,TradeOnly
205,,Camerupt,FALSE,TradeOnly
206,,Spoink,FALSE,
207,,Grumpig,FALSE,
208,,Drifloon,FALSE,
209,,Drifblim,FALSE,
210,,Shuppet,FALSE,
211,,Banette,FALSE,
212,,Wingull,FALSE,
213,,Pelipper,FALSE,
214,,Lunatone,FALSE,
215,,Solrock,FALSE,
216,,Absol,FALSE,
217,,Tangela,FALSE,
218,,Tangrowth,FALSE,
219,,Mienfoo,FALSE,
220,,Mienshao,FALSE,
221,,Gligar,FALSE,
222,,Gliscor,FALSE,
223,,Pawniard,FALSE,
224,,Bisharp,FALSE,
225,,Cobalion,FALSE,
226,,Terrakion,FALSE,
227,,Virizion,FALSE,
228,,Tympole,FALSE,
229,,Palpitoad,FALSE,
230,,Seismitoad,FALSE,
231,,Stunfisk,FALSE,
232,,Shuckle,FALSE,
233,,Mantyke,FALSE,
234,,Mantine,FALSE,
235,,Remoraid,FALSE,
236,,Octillery,FALSE,
237,,Corsola,FALSE,
238,,Staryu,FALSE,
239,,Starmie,FALSE,
240,,Wailmer,FALSE,
241,,Wailord,FALSE,
242,,Lapras,FALSE,
243,,Spheal,FALSE,
244,,Sealeo,FALSE,
245,,Walrein,FALSE,
246,,Swablu,FALSE,
247,,Altaria,FALSE,
248,,Vulpix,FALSE,
249,,Ninetales,FALSE,
250,,Bronzor,FALSE,
251,,Bronzong,FALSE,
252,,Sneasel,FALSE,
253,,Weavile,FALSE,
254,,Delibird,FALSE,
255,,Vanillite,FALSE,
256,,Vanillish,FALSE,
257,,Vanilluxe,FALSE,
258,,Swinub,FALSE,
259,,Piloswine,FALSE,
260,,Mamoswine,FALSE,
261,,Ditto,FALSE,
262,,Beldum,FALSE,
263,,Metang,FALSE,
264,,Metagross,FALSE,
265,,Seel,FALSE,
266,,Dewgong,FALSE,
267,,Throh,FALSE,
268,,Sawk,FALSE,
269,,Bouffalant,FALSE,
270,,Druddigon,FALSE,
271,,Golett,FALSE,
272,,Golurk,FALSE,
273,,Deino,FALSE,
274,,Zweilous,FALSE,
275,,Hydreigon,FALSE,
276,,Slakoth,FALSE,
277,,Vigoroth,FALSE,
278,,Slaking,FALSE,
279,,Corphish,FALSE,
280,,Crawdaunt,FALSE,
281,,Igglybuff,FALSE,
282,,Jigglypuff,FALSE,
283,,Wigglytuff,FALSE,
284,,Lickitung,FALSE,
285,,Lickilicky,FALSE,
286,,Yanma,FALSE,
287,,Yanmega,FALSE,
288,,Tropius,FALSE,
289,,Carnivine,FALSE,
290,,Croagunk,FALSE,
291,,Toxicroak,FALSE,
292,,Larvitar,FALSE,
293,,Pupitar,FALSE,
294,,Tyranitar,FALSE,
295,,Reshiram,TRUE,TradeOnly
296,,Zekrom,TRUE,
297,,Kyurem,FALSE,
298,,Keldeo,TRUE,
299,,Meloetta,TRUE,
300,,Genesect,FALSE,
