number,ref,name,shinyLocked,exclusive
400,,Bibarel,FALSE,
401,,Kricketot,FALSE,
402,,Kricketune,FALSE,
403,,Shinx,FALSE,
404,,Luxio,FALSE,
405,,Luxray,FALSE,
406,,Budew,FALSE,
407,,Roserade,FALSE,
408,,Cranidos,FALSE,DIAMOND
409,,Rampardos,FALSE,DIAMOND
410,,Shieldon,FALSE,PEARL
411,,Bastiodon,FALSE,PEARL
412,,Burmy,FALSE,
413,,Wormadam,FALSE,
414,,Mothim,FALSE,
415,,Combee,FALSE,
416,,Vespiquen,FALSE,
417,,Pachirisu,FALSE,
418,,Buizel,FALSE,
419,,Floatzel,FALSE,
420,,Cherubi,FALSE,
421,,Cherrim,FALSE,
422,,Shellos,FALSE,
423,,Gastrodon,FALSE,
424,,Ambipom,FALSE,
425,,Drifloon,FALSE,
426,,Drifblim,FALSE,
427,,Buneary,FALSE,
428,,Lopunny,FALSE,
429,,Mismagius,FALSE,PEARL
430,,Honchkrow,FALSE,DIAMOND
431,,Glameow,FALSE,PEARL
432,,Purugly,FALSE,PEARL
433,,Chingling,FALSE,
434,,Stunky,FALSE,DIAMOND
435,,Skuntank,FALSE,DIAMOND
436,,Bronzor,FALSE,
437,,Bronzong,FALSE,
438,,Bonsly,FALSE,
439,,Mime Jr.,FALSE,
440,,Happiny,FALSE,
441,,Chatot,FALSE,
442,,Spiritomb,FALSE,
443,,Gible,FALSE,
444,,Gabite,FALSE,
445,,Garchomp,FALSE,
446,,Munchlax,FALSE,
447,,Riolu,FALSE,
448,,Lucario,FALSE,
449,,Hippopotas,FALSE,
450,,Hippowdon,FALSE,
451,,Skorupi,FALSE,
452,,Drapion,FALSE,
453,,Croagunk,FALSE,
454,,Toxicroak,FALSE,
455,,Carnivine,FALSE,
456,,Finneon,FALSE,
457,,Lumineon,FALSE,
458,,Mantyke,FALSE,
459,,Snover,FALSE,
460,,Abomasnow,FALSE,
461,,Weavile,FALSE,
462,,Magnezone,FALSE,
463,,Lickilicky,FALSE,
464,,Rhyperior,FALSE,
465,,Tangrowth,FALSE,
466,,Electivire,FALSE,DIAMOND
467,,Magmortar,FALSE,PEARL
468,,Togekiss,FALSE,
469,,Yanmega,FALSE,
470,,Leafeon,FALSE,
471,,Glaceon,FALSE,
472,,Gliscor,FALSE,DIAMOND
473,,Mamoswine,FALSE,
474,,Porygon-Z,FALSE,
475,,Gallade,FALSE,
476,,Probopass,FALSE,
477,,Dusknoir,FALSE,
478,,Froslass,FALSE,
479,,Rotom,FALSE,
480,,Uxie,FALSE,
481,,Mesprit,FALSE,
482,,Azelf,FALSE,
483,,Dialga,FALSE,DIAMOND
484,,Palkia,FALSE,PEARL
485,,Heatran,FALSE,
486,,Regigigas,FALSE,
487,,Giratina,FALSE,
488,,Cresselia,FALSE,
489,,Phione,FALSE,
490,,Manaphy,TRUE,
491,,Darkrai,FALSE,
492,,Shaymin,FALSE,
493,,Arceus,FALSE,
