number,name,shinyLocked,notes
159,Fletchinder,FALSE,
160,Talonflame,FALSE,
161,Salandit,FALSE,
162,Salazzle,FALSE,
163,Cubone,FALSE,
164,Marowak,FALSE,
165,Kangaskhan,FALSE,
166,Magby,FALSE,
167,Magmar,FALSE,
168,Magmortar,FALSE,
169,Stufful,FALSE,
170,Bewear,FALSE,
171,Bounsweet,FALSE,
172,Steenee,FALSE,
173,Tsareena,FALSE,
174,Comfey,FALSE,
175,Pinsir,FALSE,
176,Oranguru,FALSE,
177,Passimian,FALSE,SunExclusive
178,Goomy,FALSE,
179,Sliggoo,FALSE,
180,Goodra,FALSE,
181,Castform,FALSE,
182,Wimpod,FALSE,
183,Golisopod,FALSE,
184,Staryu,FALSE,
185,Starmie,FALSE,
186,Sandygast,FALSE,
187,Palossand,FALSE,
188,Cranidos,FALSE,SunExclusive
189,Rampardos,FALSE,SunExclusive
190,Shieldon,FALSE,
191,Bastiodon,FALSE,
192,Archen,FALSE,
193,Archeops,FALSE,
194,Tirtouga,FALSE,SunExclusive
195,Carracosta,FALSE,SunExclusive
196,Phantump,FALSE,
197,Trevenant,FALSE,
198,Nosepass,FALSE,
199,Probopass,FALSE,
200,Pyukumuku,FALSE,
201,Chinchou,FALSE,
202,Lanturn,FALSE,
203,Type: Null,FALSE,
204,Silvally,FALSE,
205,Zygarde,FALSE,
206,Trubbish,FALSE,
207,Garbodor,FALSE,
208,Skarmory,FALSE,
209,Ditto,FALSE,
210,Cleffa,FALSE,
211,Clefairy,FALSE,
212,Clefable,FALSE,
213,Minior,FALSE,
214,Beldum,FALSE,
215,Metang,FALSE,
216,Metagross,FALSE,
217,Porygon,FALSE,
218,Porygon2,FALSE,
219,Porygon-Z,FALSE,
220,Pancham,FALSE,
221,Pangoro,FALSE,
222,Komala,FALSE,
223,Torkoal,FALSE,
224,Turtonator,FALSE,SunExclusive
225,Togedemaru,FALSE,
226,Elekid,FALSE,
227,Electabuzz,FALSE,
228,Electivire,FALSE,
229,Geodude,FALSE,
230,Graveler,FALSE,
231,Golem,FALSE,
232,Sandile,FALSE,
233,Krokorok,FALSE,
234,Krookodile,FALSE,
235,Trapinch,FALSE,
236,Vibrava,FALSE,
237,Flygon,FALSE,
238,Gible,FALSE,
239,Gabite,FALSE,
240,Garchomp,FALSE,
241,Klefki,FALSE,
242,Mimikyu,FALSE,
243,Bruxish,FALSE,
244,Drampa,FALSE,
245,Absol,FALSE,
246,Snorunt,FALSE,
247,Glalie,FALSE,
248,Froslass,FALSE,
249,Sneasel,FALSE,
250,Weavile,FALSE,
251,Sandshrew,FALSE,
252,Sandslash,FALSE,
253,Vulpix,FALSE,SunExclusive
254,Ninetales,FALSE,SunExclusive
255,Vanillite,FALSE,
256,Vanillish,FALSE,
257,Vanilluxe,FALSE,
258,Snubbull,FALSE,
259,Granbull,FALSE,
260,Shellos,FALSE,
261,Gastrodon,FALSE,
262,Relicanth,FALSE,
263,Dhelmise,FALSE,
264,Carvanha,FALSE,
265,Sharpedo,FALSE,
266,Wailmer,FALSE,
267,Wailord,FALSE,
268,Lapras,FALSE,
269,Exeggcute,FALSE,
270,Exeggutor,FALSE,
271,Jangmo-o,FALSE,
272,Hakamo-o,FALSE,
273,Kommo-o,FALSE,
274,Emolga,FALSE,
275,Scyther,FALSE,
276,Scizor,FALSE,
277,Murkrow,FALSE,
278,Honchkrow,FALSE,
279,Riolu,FALSE,
280,Lucario,FALSE,
281,Dratini,FALSE,
282,Dragonair,FALSE,
283,Dragonite,FALSE,
284,Aerodactyl,FALSE,
285,Tapu Koko,TRUE,
286,Tapu Lele,TRUE,
287,Tapu Bulu,TRUE,
288,Tapu Fini,TRUE,
289,Cosmog,TRUE,
290,Cosmoem,TRUE,
291,Solgaleo,TRUE,SunExclusive
292,Lunala,TRUE,
293,Nihilego,TRUE,
294,Buzzwole,TRUE,SunExclusive
295,Pheromosa,TRUE,
296,Xurkitree,TRUE,
297,Celesteela,TRUE,
298,Kartana,TRUE,SunExclusive
299,Guzzlord,TRUE,
300,Necrozma,TRUE,
301,Magearna,TRUE,
302,Marshadow,TRUE,
