number,ref,name,shinyLocked,notes
136,,Mankey,FALSE,TradeOnly
137,,Primeape,FALSE,TradeOnly
138,,Meowth,FALSE,
139,,Persian,FALSE,
140,,Psyduck,FALSE,
141,,Golduck,FALSE,
142,,Machop,FALSE,
143,,Machoke,FALSE,
144,,Machamp,FALSE,
145,,Tyrogue,FALSE,
146,,Hitmonlee,FALSE,
147,,Hitmonchan,FALSE,
148,,Hitmontop,FALSE,
149,,Girafarig,FALSE,
150,,Tauros,FALSE,
151,,Miltank,FALSE,
152,,Magby,FALSE,
153,,Magmar,FALSE,
154,,Smoochum,FALSE,
155,,Jynx,FALSE,
156,,Elekid,FALSE,
157,,Electabuzz,FALSE,
158,,Mr. Mime,FALSE,
159,,Smeargle,FALSE,
160,,Farfetch'd,FALSE,
161,,Natu,FALSE,
162,,Xatu,FALSE,
163,,Qwilfish,FALSE,
164,,Tentacool,FALSE,
165,,Tentacruel,FALSE,
166,,Krabby,FALSE,
167,,Kingler,FALSE,
168,,Shuckle,FALSE,
169,,Staryu,FALSE,
170,,Starmie,FALSE,
171,,Shellder,FALSE,
172,,Cloyster,FALSE,
173,,Corsola,FALSE,
174,,Remoraid,FALSE,
175,,Octillery,FALSE,
176,,Chinchou,FALSE,
177,,Lanturn,FALSE,
178,,Seel,FALSE,
179,,Dewgong,FALSE,
180,,Lickitung,FALSE,
181,,Lickilicky,FALSE,
182,,Tangela,FALSE,
183,,Tangrowth,FALSE,
184,,Eevee,FALSE,
185,,Vaporeon,FALSE,
186,,Jolteon,FALSE,
187,,Flareon,FALSE,
188,,Espeon,FALSE,
189,,Umbreon,FALSE,
190,,Horsea,FALSE,
191,,Seadra,FALSE,
192,,Kingdra,FALSE,
193,,Gligar,FALSE,TradeOnly
194,,Delibird,FALSE,
195,,Swinub,FALSE,
196,,Piloswine,FALSE,
197,,Mamoswine,FALSE,
198,,Teddiursa,FALSE,
199,,Ursaring,FALSE,
200,,Phanpy,FALSE,TradeOnly
201,,Donphan,FALSE,TradeOnly
202,,Mantine,FALSE,TradeOnly
203,,Skarmory,FALSE,
204,,Doduo,FALSE,
205,,Dodrio,FALSE,
206,,Ponyta,FALSE,
207,,Rapidash,FALSE,
208,,Cubone,FALSE,
209,,Marowak,FALSE,
210,,Kangaskhan,FALSE,
211,,Rhyhorn,FALSE,
212,,Rhydon,FALSE,
213,,Murkrow,FALSE,
214,,Houndour,FALSE,
215,,Houndoom,FALSE,
216,,Slugma,FALSE,
217,,Magcargo,FALSE,
218,,Sneasel,FALSE,
219,,Misdreavus,FALSE,
220,,Porygon,FALSE,
221,,Porygon2,FALSE,
222,,Chansey,FALSE,
223,,Blissey,FALSE,
224,,Lapras,FALSE,
225,,Omanyte,FALSE,TradeOnly
226,,Omastar,FALSE,TradeOnly
227,,Kabuto,FALSE,
228,,Kabutops,FALSE,
229,,Aerodactyl,FALSE,
230,,Snorlax,FALSE,
231,,Bulbasaur,FALSE,
232,,Ivysaur,FALSE,
233,,Venusaur,FALSE,
234,,Charmander,FALSE,
235,,Charmeleon,FALSE,
236,,Charizard,FALSE,
237,,Squirtle,FALSE,
238,,Wartortle,FALSE,
239,,Blastoise,FALSE,
240,,Articuno,FALSE,
241,,Zapdos,FALSE,
242,,Moltres,FALSE,
243,,Raikou,FALSE,
244,,Entei,FALSE,
245,,Suicune,FALSE,
246,,Dratini,FALSE,
247,,Dragonair,FALSE,
248,,Dragonite,FALSE,
249,,Larvitar,FALSE,
250,,Pupitar,FALSE,
251,,Tyranitar,FALSE,
252,,Lugia,FALSE,
253,,Ho-oh,FALSE,
254,,Mewtwo,FALSE,
255,,Mew,FALSE,
256,,Celebi,FALSE,
