number,name,shinyLocked,notes
159,Leafeon,FALSE,
160,Glaceon,FALSE,
161,Sylveon,FALSE,
162,Mareep,FALSE,
163,Flaaffy,FALSE,
164,Ampharos,FALSE,
165,Mudbray,FALSE,
166,Mudsdale,FALSE,
167,Igglybuff,FALSE,
168,Jigglypuff,FALSE,
169,Wigglytuff,FALSE,
170,Tauros,FALSE,
171,Miltank,FALSE,
172,Surskit,FALSE,
173,Masquerain,FALSE,
174,Dewpider,FALSE,
175,Araquanid,FALSE,
176,Fomantis,FALSE,
177,Lurantis,FALSE,
178,Morelull,FALSE,
179,Shiinotic,FALSE,
180,Paras,FALSE,
181,Parasect,FALSE,
182,Poliwag,FALSE,
183,Poliwhirl,FALSE,
184,Poliwrath,FALSE,
185,Politoed,FALSE,
186,Goldeen,FALSE,
187,Seaking,FALSE,
188,Basculin,FALSE,
189,Feebas,FALSE,
190,Milotic,FALSE,
191,Alomomola,FALSE,
192,Fletchling,FALSE,
193,Fletchinder,FALSE,
194,Talonflame,FALSE,
195,Salandit,FALSE,
196,Salazzle,FALSE,
197,Cubone,FALSE,
198,Marowak,FALSE,
199,Kangaskhan,FALSE,
200,Magby,FALSE,
201,Magmar,FALSE,
202,Magmortar,FALSE,
203,Larvesta,FALSE,
204,Volcarona,FALSE,
205,Stufful,FALSE,
206,Bewear,FALSE,
207,Bounsweet,FALSE,
208,Steenee,FALSE,
209,Tsareena,FALSE,
210,Comfey,FALSE,
211,Pinsir,FALSE,
212,Hoothoot,FALSE,
213,Noctowl,FALSE,
214,Kecleon,FALSE,
215,Oranguru,FALSE,UltraMoonExclusive
216,Passimian,FALSE,
217,Goomy,FALSE,
218,Sliggoo,FALSE,
219,Goodra,FALSE,
220,Castform,FALSE,
221,Wimpod,FALSE,
222,Golisopod,FALSE,
223,Staryu,FALSE,
224,Starmie,FALSE,
225,Sandygast,FALSE,
226,Palossand,FALSE,
227,Omanyte,FALSE,
228,Omastar,FALSE,
229,Kabuto,FALSE,UltraMoonExclusive
230,Kabutops,FALSE,UltraMoonExclusive
231,Lileep,FALSE,UltraMoonExclusive
232,Cradily,FALSE,UltraMoonExclusive
233,Anorith,FALSE,
234,Armaldo,FALSE,
235,Cranidos,FALSE,
236,Rampardos,FALSE,
237,Shieldon,FALSE,UltraMoonExclusive
238,Bastiodon,FALSE,UltraMoonExclusive
239,Archen,FALSE,UltraMoonExclusive
240,Archeops,FALSE,UltraMoonExclusive
241,Tirtouga,FALSE,
242,Carracosta,FALSE,
243,Tyrunt,FALSE,
244,Tyrantrum,FALSE,
245,Amaura,FALSE,UltraMoonExclusive
246,Aurorus,FALSE,UltraMoonExclusive
247,Larvitar,FALSE,
248,Pupitar,FALSE,
249,Tyranitar,FALSE,
250,Phantump,FALSE,
251,Trevenant,FALSE,
252,Natu,FALSE,
253,Xatu,FALSE,
254,Nosepass,FALSE,
255,Probopass,FALSE,
256,Pyukumuku,FALSE,
257,Chinchou,FALSE,
258,Lanturn,FALSE,
259,Type: Null,FALSE,
260,Silvally,FALSE,
261,Poipole,FALSE,
262,Naganadel,FALSE,
263,Zygarde,FALSE,
264,Trubbish,FALSE,
265,Garbodor,FALSE,
266,Minccino,FALSE,
267,Cinccino,FALSE,
268,Pineco,FALSE,
269,Forretress,FALSE,
270,Skarmory,FALSE,
271,Ditto,FALSE,
272,Cleffa,FALSE,
273,Clefairy,FALSE,
274,Clefable,FALSE,
275,Elgyem,FALSE,
276,Beheeyem,FALSE,
277,Minior,FALSE,
278,Beldum,FALSE,
279,Metang,FALSE,
280,Metagross,FALSE,
281,Porygon,FALSE,
282,Porygon2,FALSE,
283,Porygon-Z,FALSE,
284,Pancham,FALSE,
285,Pangoro,FALSE,
286,Komala,FALSE,
287,Torkoal,FALSE,
288,Turtonator,FALSE,
289,Houndour,FALSE,
290,Houndoom,FALSE,
291,Dedenne,FALSE,
292,Togedemaru,FALSE,
293,Electrike,FALSE,UltraMoonExclusive
294,Manectric,FALSE,UltraMoonExclusive
295,Elekid,FALSE,
296,Electabuzz,FALSE,
297,Electivire,FALSE,
298,Geodude,FALSE,
299,Graveler,FALSE,
300,Golem,FALSE,
301,Sandile,FALSE,
302,Krokorok,FALSE,
303,Krookodile,FALSE,
304,Trapinch,FALSE,
305,Vibrava,FALSE,
306,Flygon,FALSE,
307,Gible,FALSE,
308,Gabite,FALSE,
309,Garchomp,FALSE,
310,Baltoy,FALSE,UltraMoonExclusive
311,Claydol,FALSE,UltraMoonExclusive
312,Golett,FALSE,
313,Golurk,FALSE,
314,Klefki,FALSE,
315,Mimikyu,FALSE,
316,Shuppet,FALSE,
317,Banette,FALSE,
318,Frillish,FALSE,
319,Jellicent,FALSE,
320,Bruxish,FALSE,
321,Drampa,FALSE,UltraMoonExclusive
322,Absol,FALSE,
323,Snorunt,FALSE,
324,Glalie,FALSE,
325,Froslass,FALSE,
326,Sneasel,FALSE,
327,Weavile,FALSE,
328,Sandshrew,FALSE,UltraMoonExclusive
329,Sandslash,FALSE,UltraMoonExclusive
330,Vulpix,FALSE,
331,Ninetales,FALSE,
332,Vanillite,FALSE,
333,Vanillish,FALSE,
334,Vanilluxe,FALSE,
335,Scraggy,FALSE,
336,Scrafty,FALSE,
337,Pawniard,FALSE,
338,Bisharp,FALSE,
339,Snubbull,FALSE,
340,Granbull,FALSE,
341,Shellos,FALSE,
342,Gastrodon,FALSE,
343,Relicanth,FALSE,
344,Dhelmise,FALSE,
345,Carvanha,FALSE,
346,Sharpedo,FALSE,
347,Skrelp,FALSE,UltraMoonExclusive
348,Dragalge,FALSE,UltraMoonExclusive
349,Clauncher,FALSE,
350,Clawitzer,FALSE,
351,Wailmer,FALSE,
352,Wailord,FALSE,
353,Lapras,FALSE,
354,Tropius,FALSE,
355,Exeggcute,FALSE,
356,Exeggutor,FALSE,
357,Corphish,FALSE,
358,Crawdaunt,FALSE,
359,Mienfoo,FALSE,
360,Mienshao,FALSE,
361,Jangmo-o,FALSE,
362,Hakamo-o,FALSE,
363,Kommo-o,FALSE,
364,Emolga,FALSE,
365,Scyther,FALSE,
366,Scizor,FALSE,
367,Heracross,FALSE,
368,Aipom,FALSE,
369,Ambipom,FALSE,
370,Litleo,FALSE,
371,Pyroar,FALSE,
372,Misdreavus,FALSE,
373,Mismagius,FALSE,
374,Druddigon,FALSE,
375,Lickitung,FALSE,
376,Lickilicky,FALSE,
377,Riolu,FALSE,
378,Lucario,FALSE,
379,Dratini,FALSE,
380,Dragonair,FALSE,
381,Dragonite,FALSE,
382,Aerodactyl,FALSE,
383,Tapu Koko,TRUE,
384,Tapu Lele,TRUE,
385,Tapu Bulu,TRUE,
386,Tapu Fini,TRUE,
387,Cosmog,TRUE,
388,Cosmoem,TRUE,
389,Solgaleo,TRUE,
390,Lunala,TRUE,UltraMoonExclusive
391,Stakataka,FALSE,UltraMoonExclusive
392,Blacephalon,FALSE,
393,Nihilego,FALSE,
394,Buzzwole,FALSE,
395,Pheromosa,FALSE,UltraMoonExclusive
396,Xurkitree,FALSE,
397,Celesteela,FALSE,UltraMoonExclusive
398,Kartana,FALSE,
399,Guzzlord,FALSE,
400,Necrozma,TRUE,
401,Magearna,TRUE,
402,Marshadow,TRUE,
403,Zeraora,TRUE,
