number,ref,name,shinyLocked,exclusive
135,,Primeape,FALSE,GOLD
136,,Meowth,FALSE,SILVER
137,,Persian,FALSE,SILVER
138,,Psyduck,FALSE,
139,,Golduck,FALSE,
140,,Machop,FALSE,
141,,Machoke,FALSE,
142,,Machamp,FALSE,
143,,Tyrogue,FALSE,
144,,Hitmonlee,FALSE,
145,,Hitmonchan,FALSE,
146,,Hitmontop,FALSE,
147,,Girafarig,FALSE,
148,,Tauros,FALSE,
149,,Miltank,FALSE,
150,,Magby,FALSE,
151,,Magmar,FALSE,
152,,Smoochum,FALSE,
153,,Jynx,FALSE,
154,,Elekid,FALSE,
155,,Electabuzz,FALSE,
156,,Mr. Mime,FALSE,
157,,Smeargle,FALSE,
158,,Farfetch'd,FALSE,
159,,Natu,FALSE,
160,,Xatu,FALSE,
161,,Qwilfish,FALSE,
162,,Tentacool,FALSE,
163,,Tentacruel,FALSE,
164,,Krabby,FALSE,
165,,Kingler,FALSE,
166,,Shuckle,FALSE,
167,,Staryu,FALSE,
168,,Starmie,FALSE,
169,,Shellder,FALSE,
170,,Cloyster,FALSE,
171,,Corsola,FALSE,
172,,Remoraid,FALSE,
173,,Octillery,FALSE,
174,,Chinchou,FALSE,
175,,Lanturn,FALSE,
176,,Seel,FALSE,
177,,Dewgong,FALSE,
178,,Lickitung,FALSE,
179,,Tangela,FALSE,
180,,Eevee,FALSE,
181,,Vaporeon,FALSE,
182,,Jolteon,FALSE,
183,,Flareon,FALSE,
184,,Espeon,FALSE,
185,,Umbreon,FALSE,
186,,Horsea,FALSE,
187,,Seadra,FALSE,
188,,Kingdra,FALSE,
189,,Gligar,FALSE,GOLD
190,,Delibird,FALSE,SILVER
191,,Swinub,FALSE,
192,,Piloswine,FALSE,
193,,Teddiursa,FALSE,GOLD
194,,Ursaring,FALSE,GOLD
195,,Phanpy,FALSE,SILVER
196,,Donphan,FALSE,SILVER
197,,Mantine,FALSE,GOLD
198,,Skarmory,FALSE,SILVER
199,,Doduo,FALSE,
200,,Dodrio,FALSE,
201,,Ponyta,FALSE,
202,,Rapidash,FALSE,
203,,Cubone,FALSE,
204,,Marowak,FALSE,
205,,Kangaskhan,FALSE,
206,,Rhyhorn,FALSE,
207,,Rhydon,FALSE,
208,,Murkrow,FALSE,
209,,Houndour,FALSE,
210,,Houndoom,FALSE,
211,,Slugma,FALSE,
212,,Magcargo,FALSE,
213,,Sneasel,FALSE,
214,,Misdreavus,FALSE,
215,,Porygon,FALSE,
216,,Porygon2,FALSE,
217,,Chansey,FALSE,
218,,Blissey,FALSE,
219,,Lapras,FALSE,
220,,Omanyte,FALSE,
221,,Omastar,FALSE,
222,,Kabuto,FALSE,
223,,Kabutops,FALSE,
224,,Aerodactyl,FALSE,
225,,Snorlax,FALSE,
226,,Bulbasaur,FALSE,
227,,Ivysaur,FALSE,
228,,Venusaur,FALSE,
229,,Charmander,FALSE,
230,,Charmeleon,FALSE,
231,,Charizard,FALSE,
232,,Squirtle,FALSE,
233,,Wartortle,FALSE,
234,,Blastoise,FALSE,
235,,Articuno,FALSE,
236,,Zapdos,FALSE,
237,,Moltres,FALSE,
238,,Raikou,FALSE,
239,,Entei,FALSE,
240,,Suicune,FALSE,
241,,Dratini,FALSE,
242,,Dragonair,FALSE,
243,,Dragonite,FALSE,
244,,Larvitar,FALSE,
245,,Pupitar,FALSE,
246,,Tyranitar,FALSE,
247,,Lugia,FALSE,
248,,Ho-oh,FALSE,
249,,Mewtwo,FALSE,
250,,Mew,FALSE,
251,,Celebi,FALSE,
